species_lims_code,lims_code,description
PIG,CHESTER_WHITE_SWINE,Chester White Swine
PIG,DUROC-X,Duroc - X
PIG,DUROC_SWINE,Duroc Swine
PIG,GERMAN_CORNWALL,German Cornwall
PIG,GLOUCESTER_OLD_SPOT,Gloucester Old Spot
PIG,GLOUCESTER_OLD_SPOT_X,Gloucester Old Spot X
PIG,GOTTINGEN_MINI,Gottingen Mini
PIG,HAMPSHIRE,Hampshire
PIG,HAMPSHIRE_SWINE,Hampshire Swine
PIG,HEREFORD_SWINE,Hereford Swine
PIG,IMPROVED,Improved
PIG,LANDRACE,Landrace
PIG,LANDRACE_BELGIAN_LANDRACE,Landrace Belgian Landrace
PIG,LARGE_WHITE,Large White
PIG,LARGE_WHITE_X_LANDRACE,Large White Cross Landrace
PIG,LARGE_WHITE-X,Large White X
PIG,MANGALITZA_WOOL,Mangalitza Wool
PIG,ZZA_PIG_MIXED,Mixed Pig
PIG,MUNICH_MINIATURE,Munich Miniature
PIG,PECCARY,Peccary
PIG,PIATRAIN,Piatrain
PIG,POLAND_CHINA_SWINE,Poland China Swine
PIG,POT_BELLIED,Pot Bellied
PIG,PYGMY,Pygmy
PIG,SADDLEBACK,Saddleback
PIG,SCHWEBISCH_HALL,Schwebisch Hall
PIG,TAMWORTH_SWINE,Tamworth Swine
PIG,ZZB_PIG_UNLIST,Unlisted Pig
PIG,ZZC_PIG_UNSPECIFIED,Unspec.Pig
PIG,VIETNAMESE_POT-BELLIED,Vietnamese Pot-bellied
PIG,WART_HOG,Wart Hog
PIG,YORKSHIRE_SWINE,Yorkshire Swine
PIGEON,BLUE_CRESTED_PIGEON,Blue Crested Pigeon
PIGEON,BRUNNER_POUTER_PIGEON,Brunner Pouter Pigeon
PIGEON,CHALCAPHAPS-INDICA,Chalcaphaps Indica
PIGEON,COLLARED_DOVE,Collared Dove
PIGEON,COMMON_CROWNED_PIGEON,Common Crowned Pigeon
PIGEON,DIAMOND_DOVE,Diamond Dove
PIGEON,DIAMOND_DOVE_PIGEON,Diamond Dove Pigeon
PIGEON,DOVE_PIGEON,Dove Pigeon
PIGEON,FANCY_PIGEON,Fancy Pigeon
PIGEON,FANTAIL_PIGEON,Fantail Pigeon
PIGEON,FERAL_PIGEON_OR_ROCK_DOVE,Feral Pigeon or Rock Dove
PIGEON,FLYING_TIPPLERS,Flying Tipplers Pigeon
PIGEON,FRUIT_DOVE_PIGEON,Fruit Dove Pigeon
PIGEON,GREEN_IMPERIAL_PIGEON,Green Imperial Pigeon
PIGEON,GREEN-WINGED-DOVE,Green Winged / Emerald Dove
PIGEON,JAVA_DOVE_PIGEON,Java Dove Pigeon
PIGEON,MARCHENERO_POUTER,Marchenero Pouter Pigeon
PIGEON,MAURITIUS_PINK_PIGEON,Mauritius Pink Pigeon
PIGEON,MERRILS_FRUIT_PIGEON,Merrils Fruit Pigeon
PIGEON,ZZA_PIGEON_MIXED,Mixed Pigeon
PIGEON,MUFF_TUMBLER_PIGEON,Muff Tumbler Pigeon
PIGEON,PALM_DOVE,Palm Dove
PIGEON,PARLOUR_PIGEON,Parlour Pigeon
PIGEON,PIED_IMPERIAL_PIGEON,Pied Imperial Pigeon
PIGEON,RACING_PIGEON,Racing Pigeon
PIGEON,RINGED_DOVE_PIGEON,Ringed Dove Pigeon
PIGEON,ROLLER_PIGEON,Roller Pigeon
PIGEON,TIPPLER,Tippler
PIGEON,TUMBLER_PIGEON,Tumbler Pigeon
PIGEON,ZZB_PIGEON_UNLIST,Unlisted Pigeon
PIGEON,ZZC_PIGEON_UNSPECIFIED,Unspec.Pigeon
PIGEON,WOOD_DOVE_PIGEON,Wood Dove Pigeon
PIGEON,WOOD_PIGEON,Wood Pigeon
PINE_MARTEN,PINE_MARTEN,Pine Marten
PIPIT,MEADOW_PIPIT,Meadow Pipit
PIPIT,ZZA_PIPIT_MIXED,Mixed Pipit
PIPIT,ROCK_PIPIT,Rock Pipit
PIPIT,TREE_PIPIT,Tree Pipit
PIPIT,ZZB_PIPIT_UNLIST,Unlisted Pipit
PIPIT,ZZC_PIPIT_UNSPECIFIED,Unspec.Pipit
PLOVER,BLACK_FRONTED_PLOVER,Black Fronted Plover
PLOVER,GOLDEN_PLOVER,Golden Plover
PLOVER,GREY_PLOVER,Grey Plover
PLOVER,KENTISH_PLOVER,Kentish Plover
PLOVER,LITTLE_RINGED_PLOVER,Little Ringed Plover
PLOVER,ZZA_PLOVER_MIXED,Mixed Plover
PLOVER,RED_KNEED_DOTTEREL,Red-Kneed Dotterel
PLOVER,RINGED_PLOVER,Ringed Plover
PLOVER,SPUR_WINGED_PLOVER,Spur-winged Plover
PLOVER,ZZB_PLOVER_UNLIST,Unlisted Plover
PLOVER,ZZC_PLOVER_UNSPECIFIED,Unspec.Plover
POLECAT,POLECAT,Polecat
PORPOISE,COMMON_PORPOISE,Common Porpoise
PUFFIN,PUFFIN,Puffin
QUAIL,CHINESE_PAINTED_QUAIL,Chinese Painted Quail
QUAIL,CHINESE_QUAIL,Chinese Quail
QUAIL,ZZA_QUAIL_MIXED,Mixed Quail
QUAIL,QUAIL,Quail
QUAIL,ZZB_QUAIL_UNLIST,Unlisted Quail
QUAIL,ZZC_QUAIL_UNSPECIFIED,Unspec.Quail
RABBIT,RABBIT,Rabbit
RAIL,WATER_RAIL,Water Rail
RAT,BLACK_RAT,Black Rat
RAT,BROWN_RAT,Brown Rat
RAZORBILL,RAZORBILL,Razorbill
RED_BIRD_OF_PARADISE,RED_BIRD_PARADISE,Red Bird of Paradise
REDPOLL,REDPOLL,Redpoll
REDSHANK,ZZA_REDSHANK_MIXED,Mixed Redshank
REDSHANK,REDSHANK,Redshank
REDSHANK,SPOTTED_REDSHANK,Spotted Redshank
REDSHANK,ZZB_REDSHANK_UNLIST,Unlisted Redshank
REDSHANK,ZZC_REDSHANK_UNSPECIFIED,Unspec.Redshank
REDSTART,BLACK_REDSTART,Black Redstart
REDSTART,ZZA_REDSTART_MIXED,Mixed Redstart
REDSTART,REDSTART,Redstart
REDSTART,ZZB_REDSTART_UNLIST,Unlisted Redstart
REDSTART,ZZC_REDSTART_UNSPECIFIED,Unspec.Redstart
REPTILE/AMPHIBIAN,BEARDED_DRAGON,Bearded Dragon
REPTILE/AMPHIBIAN,CALYNON_ALLIGATOR,Calynon Alligator
REPTILE/AMPHIBIAN,EGYPTIAN_TORTOISE,Egyptian Tortoise
REPTILE/AMPHIBIAN,EYED_LIZARD,Eyed Lizard
REPTILE/AMPHIBIAN,GECKO,Gecko
REPTILE/AMPHIBIAN,HOUSE_GECKO,House Gecko
REPTILE/AMPHIBIAN,LIZARD,Lizard
REPTILE/AMPHIBIAN,ZZA_REPTILE_AMPHIBIAN_MIXED,Mixed Reptile/Amphibian
REPTILE/AMPHIBIAN,NEWT,Newt
REPTILE/AMPHIBIAN,SKINK,Skink
REPTILE/AMPHIBIAN,TORTOISE,Tortoise
REPTILE/AMPHIBIAN,ZZB_REPTILE_AMPHIBIAN_UNLIST,Unlisted Reptile/Amphibian
REPTILE/AMPHIBIAN,ZZC_REPTILE_AMPHIBIAN_UNSPECIF,Unspec.Reptile/Amphibian
RHEA,RHEA,Rhea
ROBIN,ROBIN,Robin
ROLLER,ZZC_ROLLER_UNSPECIFIED,Unspec.Roller
RUFF,RUFF,Ruff
SANDERLING,SANDERLING,Sanderling
SANDPIPER,COMMON_SANDPIPER,Common Sandpiper
SANDPIPER,CURLEW_SANDPIPER,Curlew Sandpiper
SANDPIPER,GREEN_SANDPIPER,Green Sandpiper
SANDPIPER,GREENSHANK,Greenshank
SANDPIPER,ZZA_SANDPIPER_MIXED,Mixed Sandpiper
SANDPIPER,PURPLE_SANDPIPER,Purple Sandpiper
SANDPIPER,SHARP_TAILED_SAND_PIPER,Sharp Tailed Sand Piper
SANDPIPER,SPOON_BILLED_SANDPIPER,Spoon Billed Sandpiper
SANDPIPER,ZZB_SANDPIPER_UNLIST,Unlisted Sandpiper
SANDPIPER,ZZC_SANDPIPER_UNSPECIFIED,Unspec.Sandpiper
SANDPIPER,WOOD_SANDPIPER,Wood Sandpiper
SEAL,BEARDED_SEAL,Bearded Seal
SEAL,COMMON_SEAL,Common Seal
SEAL,GREY_SEAL,Grey Seal
SEAL,HARP_SEAL,Harp Seal
SEAL,HOODED_SEAL,Hooded Seal
SEAL,RINGED_SEAL,Ringed Seal
SEAL,WALRUS,Walrus
SHAG,SHAG,Shag
SHEARWATER,MANX_SHEARWATER,Manx Shearwater
SHEEP,BELTEX_SHEEP,Beltex Sheep
SHEEP,BELTEX_SHEEP_X,Beltex Sheep X
SHEEP,BENTHEIM_LAND,Bentheim Land
SHEEP,BENTHEIM_LAND_X,Bentheim Land X
SHEEP,BEULAH_SPECKLE,Beulah Speckle Face
SHEEP,BEULAH_SPECKLE_X,Beulah Speckle Face X
SHEEP,BLACK,Black
SHEEP,BLACK_BROWN_MOUNTAIN,Black Brown Mountain
SHEEP,BLACK_BROWN_MOUNTAIN_X,Black Brown Mountain X
SHEEP,BLACK_BROWN_WOOL_MUTTON,Black Brown Woolled Mutton
SHEEP,BLACK_BROWN_WOOL_MUTTON_X,Black Brown Woolled Mutton X
SHEEP,BLACK_HEADED_MURRON,Black Headed Murron
SHEEP,BLACK_HEADED_MURRON_X,Black Headed Murron X
SHEEP,BLACK_MILK,Black Milk
SHEEP,BLACK_MILK_X,Black Milk X
SHEEP,BLACK_X,Black X
SHEEP,BLUE_FACED_LEICESTER,Blue Faced Leicester
SHEEP,BLUE_FACED_LEICESTER_X,Blue Faced Leicester X
SHEEP,BLUE_HD_MUTT_BL_DE_MAINE,"Blue Headed Mutton, Bleu De Maine"
SHEEP,BLUE_HD_MUTT_BL_DE_MAINE_X,"Blue Headed Mutton, Bleu De Maine X"
SHEEP,BORDER_LEICESTER,Border Leicester
SHEEP,BORDER_LEICESTER_X,Border Leicester X
SHEEP,BROWN_HEADED_MUTTON,Brown Headed Mutton
SHEEP,BROWN_HEADED_MUTTON_X,Brown Headed Mutton X
SHEEP,BROWN_MOUNTAIN,Brown Mountain
SHEEP,BROWN_MOUNTAIN_X,Brown Mountain X
SHEEP,CAKIEL_POLISH_MOUNTAIN,Cakiel Polish Mountain
SHEEP,CAKIEL_POLISH_MOUNTAIN_X,Cakiel Polish Mountain X
SHEEP,CAMEROON,Cameroon
SHEEP,CARINTHIAN_SPECTACLED,Carinthian Spectacled
SHEEP,CARINTHIAN_SPECTACLED_X,Carinthian Spectacled X
SHEEP,CHAROLAIS_SHEEP_X,Charolais X
SHEEP,CHAROLLAIS_SHEEP,Charollais
SHEEP,CHAROLLAIS_X_SHEEP,Charollais Cross
SHEEP,CHEVIOT,Cheviot
SHEEP,CHEVIOT_X,Cheviot X
SHEEP,CLUN_FOREST,Clun Forest
SHEEP,CLUN_FOREST_X,Clun Forest X
SHEEP,COBURG_FOX,Coburg Fox
SHEEP,COBURG_FOX_X,Coburg Fox X
SHEEP,COLUMBIA,Columbia
SHEEP,COLUMBIA_X,Columbia X
SHEEP,CORRIEDALE,Corriedale
SHEEP,CORRIEDALE_X,Corriedale X
SHEEP,COTSWOLD,Cotswold
SHEEP,COTSWOLD_X,Cotswold X
SHEEP,DARTMOOR,Dartmoor
SHEEP,DARTMOOR_X,Dartmoor X
SHEEP,DEBOUILLET,Debouillet
SHEEP,DEBOUILLET_X,Debouillet X
SHEEP,DELAINE,Delaine
SHEEP,DELAINE_X,Delaine X
SHEEP,DERBYSHIRE_GRITSTONE,Derbyshire Gritstone
SHEEP,DERBYSHIRE_GRITSTONE_X,Derbyshire Gritstone X
SHEEP,DEVON_LONG_WOOL,Devon Long Wool
SHEEP,DEVON_LONG_WOOL_X,Devon Long Wool X
SHEEP,DOMESTIC_SHEEP,Domestic Sheep
SHEEP,DOMESTIC_SHEEP_X,Domestic Sheep X
SHEEP,DORSET,Dorset
SHEEP,DORSET_DOWN,Dorset Down
SHEEP,DORSET_DOWN_X,Dorset Down X
SHEEP,DORSET_HORN,Dorset Horn
SHEEP,DORSET_HORN_X,Dorset Horn X
SHEEP,DORSET_X,Dorset X
SHEEP,EAST_FRIESLAND_MILK,East Friesland Milk
SHEEP,EAST_FRIESLAND_MILK_X,East Friesland Milk X
SHEEP,EXMOOR_HORN,Exmoor Horn
SHEEP,EXMOOR_HORN_X,Exmoor Horn X
SHEEP,FERAL_SHEEP,Feral Sheep
SHEEP,FERAL_SHEEP_X,Feral Sheep X
SHEEP,FINNISH,Finnish
SHEEP,FINNISH_X,Finnish X
SHEEP,FINNSHEEP,Finnsheep
SHEEP,FINNSHEEP_X,Finnsheep X
SHEEP,FLEMISH,Flemish
SHEEP,FLEMISH_X,Flemish X
SHEEP,FOREST,Forest
SHEEP,FOREST_X,Forest X
SHEEP,FRIESIAN_SHEEP,Friesian
SHEEP,FRIESIAN_SHEEP_X,Friesian X
SHEEP,GOTLAND,Gotland
SHEEP,GOTLAND_X,Gotland X
SHEEP,GREY_HORNED_HEATH,Grey Horned Heath
SHEEP,GREY_HORNED_HEATH_X,Grey Horned Heath X
SHEEP,HAMPSHIRE_SHEEP,Hampshire
SHEEP,HAMPSHIRE_DOWN,Hampshire Down
SHEEP,HAMPSHIRE_DOWN_X,Hampshire Down X
SHEEP,HAMPSHIRE_SHEEP_X,Hampshire X
SHEEP,HEBRIDIAN,Hebridian
SHEEP,HEBRIDIAN_X,Hebridian X
SHEEP,HERDWICK,Herdwick
SHEEP,HERDWICK_X,Herdwick X
SHEEP,HUNGARIAN_ZACKEL_RACKA,Hungarian Zackel Racka
SHEEP,HUNGARIAN_ZACKEL_RACKA_X,Hungarian Zackel Racka X
SHEEP,JACOB,Jacob
SHEEP,JACOB_X,Jacob X
SHEEP,KARAKUL,Karakul
SHEEP,KARAKUL_X,Karakul X
SHEEP,KERRY_HILL,Kerry Hill
SHEEP,KERRY_HILL_X,Kerry Hill X
SHEEP,LAND,Land
SHEEP,LAND_X,Land X
SHEEP,LEICESTER,Leicester
SHEEP,LEICESTER_X,Leicester X
SHEEP,LEINE,Leine
SHEEP,LEINE_X,Leine X
SHEEP,LINCOLN,Lincoln
SHEEP,LINCOLN_X,Lincoln X
SHEEP,LLANWENOG,Llanwenog
SHEEP,LLANWENOG_X,Llanwenog X
SHEEP,LLEYN,Lleyn
SHEEP,LLEYN_X,Lleyn X
SHEEP,MERINO,Merino
SHEEP,MERINO_LAND,Merino Land
SHEEP,MERINO_LAND_X,Merino Land X
SHEEP,MERINO_X,Merino X
SHEEP,ZZA_SHEEP_MIXED,Mixed Sheep
SHEEP,MONTADALE,Montadale
SHEEP,MONTADALE_X,Montadale X
SHEEP,MOOR_WHITE_POLLED_HEATH,Moor White Polled Heath
SHEEP,MOOR_WHITE_POLLED_HEATH_X,Moor White Polled Heath X
SHEEP,MULE,Mule
SHEEP,MULE-X,Mule - X
SHEEP,MUTTON_MERINO,Mutton Merino
SHEEP,MUTTON_MERINO_X,Mutton Merino X
SHEEP,NORTH_COUNTRY_CHEVIOT,North Country Cheviot
SHEEP,NORTH_COUNTRY_CHEVIOT_X,North Country Cheviot X
SHEEP,OTHER_SHEEP,Other Sheep
SHEEP,OTHER_SHEEP_X,Other Sheep X
SHEEP,OXFORD,Oxford
SHEEP,OXFORD_DOWN,Oxford Down
SHEEP,OXFORD_DOWN_X,Oxford Down X
SHEEP,OXFORD_X,Oxford X
SHEEP,RAMBOUILLET,Rambouillet
SHEEP,RAMBOUILLET_X,Rambouillet X
SHEEP,RHON,Rhon
SHEEP,RHON_X,Rhon X
SHEEP,ROMANOV,Romanov
SHEEP,ROMANOV_X,Romanov X
SHEEP,ROMNEY,Romney
SHEEP,ROMNEY_MARSH,Romney Marsh
SHEEP,ROMNEY_MARSH_X,Romney Marsh X
SHEEP,ROMNEY_X,Romney X
SHEEP,ROUGE_X,Rouge Cross
SHEEP,ROUGE_L_OUEST,Rouge l'Ouest
SHEEP,ROUGE_L_OUEST_X,Rouge l'Ouest X
SHEEP,ROUGH_FELL,Rough Fell
SHEEP,ROUGH_FELL_X,Rough Fell X
SHEEP,ROUGH_WOOLLED_POMERANIAN,Rough Woolled Pomeranian
SHEEP,ROUGH_WOOLLED_POMERANIAN_X,Rough Woolled Pomeranian X
SHEEP,RYELAND,Ryeland
SHEEP,RYELAND_X,Ryeland X
SHEEP,SCOTTISH_BLACKFACE,Scottish Blackface
SHEEP,SCOTTISH_BLACKFACE_X,Scottish Blackface X
SHEEP,SHETLAND,Shetland
SHEEP,SHETLAND_X,Shetland X
SHEEP,SHROPSHIRE,Shropshire
SHEEP,SHROPSHIRE_X,Shropshire X
SHEEP,SKUDDLE,Skuddle
SHEEP,SKUDDLE_X,Skuddle X
SHEEP,SOAY,Soay
SHEEP,SOAY_X,Soay X
SHEEP,SOUTH_DEVON_SHEEP,South Devon
SHEEP,SOUTH_DEVON_SHEEP_X,South Devon X
SHEEP,SOUTHDOWN,Southdown
SHEEP,SOUTHDOWN_X,Southdown X
SHEEP,SUFFOLK,Suffolk
SHEEP,SUFFOLK_X,Suffolk Cross
SHEEP,SWALEDALE,Swaledale
SHEEP,SWALEDALE_X,Swaledale Cross
SHEEP,TARGHEE,Targhee
SHEEP,TARGHEE_X,Targhee X
SHEEP,TEXEL,Texel
SHEEP,TEXEL_X,Texel Cross
SHEEP,TUNIS,Tunis
SHEEP,TUNIS_X,Tunis X
SHEEP,TYROLEAN_STONE,Tyrolean Stone
SHEEP,TYROLEAN_STONE_X,Tyrolean Stone X
SHEEP,ZZB_SHEEP_UNLIST,Unlisted Sheep
SHEEP,ZZC_SHEEP_UNSPECIFIED,Unspec.Sheep
SHEEP,VALAIS_BLACK_NOSED,Valais Black Nosed
SHEEP,VALAIS_BLACK_NOSED_X,Valais Black Nosed X
SHEEP,VENDEEN,Vendeen
SHEEP,VENDEEN_X,Vendeen X
SHEEP,WELSH_MOUNTAIN,Welsh Mountain
SHEEP,WELSH_MOUNTAIN_X,Welsh Mountain X
SHEEP,WENSLEYDALE,Wensleydale
SHEEP,WENSLEYDALE_X,Wensleydale X
SHEEP,WHITE_ALPINE,White Alpline
SHEEP,WHITE_ALPINE_X,White Alpline X
SHEEP,WHITE_FACED_DARTMOOR,White Faced Dartmoor
SHEEP,WHITE_FACED_DARTMOOR_X,White Faced Dartmoor X
SHEEP,WHITE_HEADED_MUTTON,White Headed Mutton
SHEEP,WHITE_HEADED_MUTTON_X,White Headed Mutton X
SHEEP,WHITE_HORNED_HEATH,White Horned Heath
SHEEP,WHITE_HORNED_HEATH_X,White Horned Heath X
SHEEP,WHITE_MOUNTAIN,White Mountain
SHEEP,WHITE_MOUNTAIN_X,White Mountain X
SHEEP,WILTSHIRE_HORN,Wiltshire Horn
SHEEP,WILTSHIRE_HORN_X,Wiltshire Horn X
SHEEP,ZWARTBLES,Zwartbles
SHEEP,ZWARTBLES_X,Zwartbles X
SHREW,COMMON_SHREW,Common Shrew
SHREW,GREATER_WHITE_TOOTHED_SHREW,Greater White-Toothed Shrew
SHREW,LESSER_WHITE_TOOTHED_SHREW,Lesser White-Toothed Shrew
SHREW,OTHER_SHREW,Other Shrew
SHREW,PYGMY_SHREW,Pygmy Shrew
SHREW,WATER_SHREW,Water Shrew
SHRIKE,GREAT_GREY_SHRIKE,Great Grey Shrike
SHRIKE,ZZA_SHRIKE_MIXED,Mixed Shrike
SHRIKE,RED-BACKED_SHRIKE,Red-backed Shrike
SHRIKE,ZZB_SHRIKE_UNLIST,Unlisted Shrike
SHRIKE,ZZC_SHRIKE_UNSPECIFIED,Unspec.Shrike
SKUA,ARCTIC_SKUA,Arctic Skua
SKUA,GREAT_SKUA,Great Skua
SKUA,ZZA_SKUA_MIXED,Mixed Skua
SKUA,ZZB_SKUA_UNLIST,Unlisted Skua
SKUA,ZZC_SKUA_UNSPECIFIED,Unspec.Skua
SNAKE,ADDER,Adder
SNAKE,AESCULAPIAN_SNAKE,Aesculapian Snake
SNAKE,AMAZON_TREE_BOA,Amazon Tree Boa
SNAKE,ANGOLAN_PYTHON,Angolan Python
SNAKE,BOA_CONSTRICTOR,Boa Constrictor
SNAKE,BULL_SNAKE,Bull Snake
SNAKE,BURMESE_PYTHON,Burmese Python
SNAKE,CARPET_PYTHON,Carpet Python
SNAKE,COMMON_BOA,Common Boa
SNAKE,CORN_SNAKE,Corn Snake
SNAKE,DUMERILS-GROUND-BOA,Dumerils Ground Boa
SNAKE,EMERALD_TREE_BOA,Emerald Tree Boa
SNAKE,EYELASH_VIPER,Eyelash Palm Put Viper
SNAKE,GRASS_SNAKE,Grass Snake
SNAKE,GREEN-ANACONDA,Green Anaconda
SNAKE,JAMAICAN_BOA,Jamaican Boa
SNAKE,JUNGLE_BOA,Jungle Boa
SNAKE,KING_RAT_SNAKE,King Rat Snake
SNAKE,KINGSNAKE,Kingsnake
SNAKE,MADAGASCAR_TREE_BOA,Madagascar Tree Boa
SNAKE,MANGROVE_SNAKE,Mangrove Snake
SNAKE,MEXICAN_MILK_SNAKE,Mexican Milk Snake
SNAKE,MILK_SNAKE,Milk Snake
SNAKE,OTHER_SNAKE,Other Snake
SNAKE,PINE_SNAKE,Pine Snake
SNAKE,PYTHON,Python
SNAKE,RAINBOW_BOA,Rainbow Boa
SNAKE,RAT_SNAKE,Rat Snake
SNAKE,RATTLE_SNAKE,Rattle Snake
SNAKE,RED_TAILED_BOA,Red Tailed Boa
SNAKE,RETICULATED_PYTHON,Reticulated Python
SNAKE,ROCK_PYTHON,Rock Python
SNAKE,ROUND_ISLAND_BOA,Round Island Boa
SNAKE,ROYAL_PASTEL_PYTHON,Royal Pastel Python
SNAKE,ROYAL_PYTHON,Royal Python
SNAKE,SAVA_SNAKE,Sava Island Python
SNAKE,SMOOTH_SNAKE,Smooth Snake
SNAKE,SOLOMON_BOA,Soloman Boa
SNAKE,TAI_BEAUTY,Taiwan Beauty Rat Snake
SNAKE,TAIWANESE_RAT_SNAKE,Taiwanese Rat Snake
SNAKE,WESTERN_HOGNOSE_SNAKE,Western Hognose Snake
SNIPE,SNIPE,Snipe
SPARROW,HOUSE_SPARROW,House Sparrow
SPARROW,ZZA_SPARROW_MIXED,Mixed Sparrow
SPARROW,TREE_SPARROW,Tree Sparrow
SPARROW,ZZB_SPARROW_UNLIST,Unlisted Sparrow
SPARROW,ZZC_SPARROW_UNSPECIFIED,Unspec.Sparrow
SPOONBILL,SPOONBILL_ROSEATE,Roseate Spoonbill
SPOONBILL,SPOONBILL,Spoonbill
SQUIRREL,GREY_SQUIRREL,Grey Squirrel
SQUIRREL,RED_SQUIRREL,Red Squirrel
STARLING,STARLING,Starling
STINT,LITTLE_STINT,Little Stint
STINT,TEMMINCKS_STINT,Temminck's Stint
STOAT,STOAT,Stoat
STORK,MARABOU_STORK,Marabou Stork
STORK,YELLOW_BILLED_STORK,Yellow-billed Stork
SUNBIRD,ZZC_SUNBIRD_UNSPECIFIED,Unspec.Sunbird
SWALLOW,SWALLOW,Swallow
SWAN,BEWICK_SWAN,Bewick Swan
SWAN,BLACK_SWAN,Black Swan
SWAN,COSCOROBA_SWAN,Coscoroba Swan
SWAN,ZZA_SWAN_MIXED,Mixed Swan
SWAN,MUTE_SWAN,Mute Swan
SWAN,ZZB_SWAN_UNLIST,Unlisted Swan
SWAN,ZZC_SWAN_UNSPECIFIED,Unspec.Swan
SWAN,WHOOPER_SWAN,Whooper Swan
SWIFT,SWIFT,Swift
TERN,ARCTIC_TERN,Arctic Tern
TERN,BLACK_TERN,Black Tern
TERN,COMMON_NODDY,Common Noddy
TERN,COMMON_TERN,Common Tern
TERN,LESSER_NODDY,Lesser Noddy
TERN,LITTLE_TERN,Little Tern
TERN,ZZA_TERN_MIXED,Mixed Tern
TERN,ROSEATE_TERN,Roseate Tern
TERN,SANDWICH_TERN,Sandwich Tern
TERN,SOOTY_TERN,Sooty Tern
TERN,ZZB_TERN_UNLIST,Unlisted Tern
TERN,ZZC_TERN_UNSPECIFIED,Unspec.Tern
TERRAPIN,RED_EARED_TERRAPIN,Red-eared Terrapin
THRUSH,BLACKBIRD,Blackbird
THRUSH,FIELDFARE,Fieldfare
THRUSH,MISTLE_THRUSH,Mistle Thrush
THRUSH,ZZA_THRUSH_MIXED,Mixed Thrush
THRUSH,REDWING,Redwing
THRUSH,RING_OUZEL,Ring Ouzel
THRUSH,SONG_THRUSH,Song Thrush
THRUSH,ZZB_THRUSH_UNLIST,Unlisted Thrush
THRUSH,ZZC_THRUSH_UNSPECIFIED,Unspec.Thrush
THRUSH,YELLOW_THROATED_LAUGH_THRUSH,Yellow Throated Laughing Thrush
TIT,BEARDED_TIT,Bearded Tit
TIT,BLUE_TIT,Blue Tit
TIT,COAL_TIT,Coal Tit
TIT,CRESTED_TIT,Crested Tit
TIT,GREAT_TIT,Great Tit
TIT,LONG-TAILED_TIT,Long-tailed Tit
TIT,MARSH_TIT,Marsh Tit
TIT,ZZA_TIT_MIXED,Mixed Tit
TIT,ZZB_TIT_UNLIST,Unlisted Tit
TIT,ZZC_TIT_UNSPECIFIED,Unspec.Tit
TIT,WILLOW_TIT,Willow Tit
TOAD,CLAWED_TOAD,Clawed Toad
TOAD,COMMON_TOAD,Common Toad
TOAD,FIRE_BELLIED_TOAD,Fire_bellied Toad
TOAD,MIDWIFE_TOAD,Midwife Toad
TOAD,NATTERJACK_TOAD,Natterjack Toad
TOAD,OTHER_TOAD,Other Toad
TOUCAN,TOCO_TOUCAN,Toco Toucan
TURKEY,TURKEY,Turkey
TURNSTONE,TURNSTONE,Turnstone
TURTLE,GREEN_TURTLE,Green Turtle
TURTLE,HAWKSBILL_TURTLE,Hawksbill Turtle
TURTLE,KEMPS_RIDLEY_TURTLE,Kemp's Ridley Turtle
TURTLE,LEATHERBACK_TURTLE,Leatherback Turtle
TURTLE,LOGGERHEAD_TURTLE,Loggerhead Turtle
UNKNOWN,UNKNOWN,Unknown
UNSPECIFIED_BIRD,UNSPECIFIED_BIRD,Unspec.Bird
VOLE,BANK_VOLE,Bank Vole
VOLE,FIELD_VOLE,Field Vole
VOLE,SHORT-TAILED_VOLE,Short-Tailed Vole
VOLE,WATER_VOLE,Water Vole
VULTURE,BLACK_VULTURE,Black Vulture
VULTURE,EGYPTIAN_VULTURE,Egyptian Vulture
VULTURE,GRIFFON_VULTURE,Griffon Vulture (Eurasian Griffon Vulture )
VULTURE,KING_VULTURE,King Vulture
WAGTAIL,GREY_WAGTAIL,Grey Wagtail
WAGTAIL,ZZA_WAGTAIL_MIXED,Mixed Wagtail
WAGTAIL,PIED_WAGTAIL,Pied Wagtail
WAGTAIL,ZZB_WAGTAIL_UNLIST,Unlisted Wagtail
WAGTAIL,ZZC_WAGTAIL_UNSPECIFIED,Unspec.Wagtail
WAGTAIL,YELLOW_WAGTAIL,Yellow Wagtail
WALLABY,RED_NECKED_WALLABY,Red Necked Wallaby
WARBLER,BLACKCAP,Blackcap
WARBLER,CETTIS_WARBLER,Cetti's Warbler
WARBLER,CHIFFCHAFF,Chiffchaff
WARBLER,DARTFORD_WARBLER,Dartford Warbler
WARBLER,GARDEN_WARBLER,Garden Warbler
WARBLER,GOLDCREST,Goldcrest
WARBLER,GRASSHOPPER_WARBLER,Grasshopper Warbler
WARBLER,LESSER_WHITETHROAT,Lesser Whitethroat
WARBLER,MARSH_WARBLER,Marsh Warbler
WARBLER,ZZA_WARBLER_MIXED,Mixed Warbler
WARBLER,REED_WARBLER,Reed Warbler
WARBLER,SEDGE_WARBLER,Sedge Warbler
WARBLER,ZZB_WARBLER_UNLIST,Unlisted Warbler
WARBLER,ZZC_WARBLER_UNSPECIFIED,Unspec.Warbler
WARBLER,WHITETHROAT,Whitethroat
WARBLER,WILLOW_WARBLER,Willow Warbler
WARBLER,WOOD_WARBLER,Wood Warbler
WAXWING,WAXWING,Waxwing
